protocol_file,claimed_sha,object_exists,reachable_ref,status,action
notes/paper2_harness_v2_replication_checkpoint_001.md,b9ec2fb,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/paper2_size_matched_own_transformer_protocol_001.md,7f9ea405f6bd30e457f714c1a5ebc6b463e74c50,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/paper2_size_matched_own_transformer_protocol_001.md,588c89e90b823813043a559e7ebd307cf57baf2a,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/paper2_symmetric_pipeline_dynamic_protocol_001.md,3b00cc406ed22e7e8fbbdd0f4f517f2d0353888c,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/paper2_symmetric_pipeline_dynamic_protocol_001.md,031f86f3eb094f9569f3e5f0b3c420954ef9a9bb,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/q1_faseB_checkpoint_001.md,e7aae30,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/q1_final_acceptance_patch_checkpoint.md,cb9040c,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/q1_final_acceptance_patch_protocol.md,25a79f7,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/q1_final_acceptance_patch_protocol.md,cb9040c,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/q1_final_statistical_claims_patch_checkpoint.md,5fed4b9c8106795822c466527de27c6880fb1424,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/q1_final_statistical_claims_patch_protocol.md,f27bded,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/q1_final_statistical_claims_patch_protocol.md,5fed4b9,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/q1_max_protocol.md,e7aae30,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/size_matched_confirmatory_preflight.md,114513f8613d0b76b206d03dc74aeefe1ea7200e,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/size_matched_own_transformer_baseline_checkpoint.md,588c89e90b823813043a559e7ebd307cf57baf2a,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/size_matched_own_transformer_baseline_checkpoint.md,7f9ea405f6bd30e457f714c1a5ebc6b463e74c50,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/size_matched_own_transformer_confirmatory_checkpoint.md,7f9ea405f6bd30e457f714c1a5ebc6b463e74c50,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/size_matched_own_transformer_confirmatory_checkpoint.md,588c89e90b823813043a559e7ebd307cf57baf2a,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/size_matched_own_transformer_confirmatory_checkpoint.md,114513f8613d0b76b206d03dc74aeefe1ea7200e,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
notes/size_matched_own_transformer_confirmatory_checkpoint.md,c4df062,false,,not-in-published-history,"documented: development-history identifier recorded before repository curation; not fabricated, not replaced; pre-run ordering is instead verifiable from this repository's own commit chronology (protocol/config commits precede results commits)"
